id,primary_subfield,all_subfields,label,all_subfields_numeric
12690,math.LO,math.LO,79,79
12692,math.LO,math.LO,79,79
12693,math.LO,math.LO,79,79
12695,math.LO,math.LO,79,79
12697,math.LO,math.LO,79,79
12698,math.LO,math.LO,79,79
12700,math.LO,math.LO,79,79
12701,math.LO,math.LO cs.LO math.CO,79,79 115 69
12702,math.LO,math.LO math.RA,79,79 65
12703,math.LO,math.LO cs.LO,79,79 115
12705,math.LO,math.LO,79,79
12706,math.LO,math.LO math.CO,79,79 69
12707,math.LO,math.LO,79,79
12708,math.LO,math.LO,79,79
12710,math.LO,math.LO,79,79
12711,math.LO,math.LO,79,79
12715,math.LO,math.LO,79,79
12716,math.LO,math.LO,79,79
12718,math.LO,math.LO cs.LO math.CO math.PR,79,79 115 69 57
12719,math.LO,math.LO,79,79
12721,math.LO,math.LO,79,79
12723,math.LO,math.LO math.CO,79,79 69
12724,math.LO,math.LO cs.LO,79,79 115
12725,math.LO,math.LO,79,79
12726,math.LO,math.LO,79,79
12727,math.LO,math.LO,79,79
12728,math.LO,math.LO cs.LO cs.PL,79,79 115 42
12730,math.LO,math.LO,79,79
12731,math.LO,math.LO math.CO math.DS math.NT,79,79 69 106 148
12732,math.LO,math.LO math.CO,79,79 69
12733,math.LO,math.LO math.GR,79,79 132
12734,math.LO,math.LO,79,79
12735,math.LO,math.LO,79,79
12736,math.LO,math.LO,79,79
12737,math.LO,math.LO,79,79
12739,math.LO,math.LO,79,79
12740,math.LO,math.LO,79,79
12743,math.LO,math.LO,79,79
12744,math.LO,math.LO,79,79
12750,math.LO,math.LO,79,79
12751,math.LO,math.LO cs.LO,79,79 115
12754,math.LO,math.LO,79,79
12757,math.LO,math.LO,79,79
12761,math-ph,math-ph math.AP math.CA math.CV math.MP,66,66 56 149 34
12762,math-ph,math-ph math.MP,66,66
12764,math-ph,math-ph math.MP nlin.SI,66,66 17
12766,math-ph,math-ph math.MP,66,66
12767,math-ph,math-ph math.MP,66,66
12768,math-ph,math-ph hep-th math.MP math.QA nlin.SI,66,66 53 51 17
12770,math-ph,math-ph math.MP,66,66
12774,math-ph,math-ph math.MP physics.flu-dyn,66,66 122
12775,math-ph,math-ph hep-th math.MP physics.hist-ph,66,66 53 48
12776,math-ph,math-ph math.MP,66,66
12777,math-ph,math-ph math.MP,66,66
12778,math-ph,math-ph math.AP math.MP,66,66 56
12779,math-ph,math-ph math.MP,66,66
12782,math-ph,math-ph hep-th math.MP,66,66 53
12784,math-ph,math-ph math.MP physics.optics,66,66 39
12787,math-ph,math-ph math.MP,66,66
12788,math-ph,math-ph math.MP,66,66
12791,math-ph,math-ph math.MP,66,66
12793,math-ph,math-ph math.MP,66,66
12794,math-ph,math-ph math.MP,66,66
12798,math-ph,math-ph hep-th math.MP,66,66 53
12804,math-ph,math-ph math.MP,66,66
12805,math-ph,math-ph math.MP,66,66
12806,math-ph,math-ph hep-th math.MP quant-ph,66,66 53 146
12807,math-ph,math-ph math.MP,66,66
12808,math-ph,math-ph math.MP,66,66
12809,math-ph,math-ph math.MP,66,66
12811,math-ph,math-ph math.MP,66,66
12812,math-ph,math-ph math.AP math.MP,66,66 56
12813,math-ph,math-ph math.MP quant-ph,66,66 146
12814,math-ph,math-ph math.MP,66,66
12815,math-ph,math-ph cond-mat.stat-mech math.MP,66,66 37
12816,math-ph,math-ph math.MP,66,66
12817,math-ph,math-ph cond-mat.stat-mech hep-th math.MP,66,66 37 53
12818,math-ph,math-ph math.MP physics.flu-dyn,66,66 122
12820,math-ph,math-ph math.MP,66,66
12821,math-ph,math-ph hep-th math.MP,66,66 53
12822,math-ph,math-ph math.MP,66,66
12827,math-ph,math-ph math.MP,66,66
12828,math-ph,math-ph cond-mat.stat-mech math.DS math.MP math.PR,66,66 37 106 57
12830,math-ph,math-ph cond-mat.stat-mech math.MP,66,66 37
12832,math-ph,math-ph math.MP,66,66
12833,math-ph,math-ph math.AP math.MP math.SP,66,66 56 130
12835,math-ph,math-ph cond-mat.quant-gas math.MP,66,66 28
12836,math-ph,math-ph math.MP math.RT,66,66 95
12841,math-ph,math-ph math.AG math.DG math.MP,66,66 93 80
12843,math-ph,math-ph math.MP quant-ph,66,66 146
12844,math-ph,math-ph math.AG math.MP nlin.SI,66,66 93 17
12846,math-ph,math-ph math.MP physics.flu-dyn,66,66 122
12847,math-ph,math-ph cond-mat.stat-mech hep-th math.MP nlin.SI,66,66 37 53 17
12848,math-ph,math-ph math.MP,66,66
12849,math-ph,math-ph math.MP math.SP quant-ph,66,66 130 146
12850,math-ph,math-ph math.MP,66,66
12851,math-ph,math-ph cond-mat.stat-mech hep-th math.MP,66,66 37 53
12853,math-ph,math-ph math.MP,66,66
12854,math-ph,math-ph math.DS math.MP,66,66 106
12856,math-ph,math-ph cond-mat.stat-mech math.CO math.MP,66,66 37 69
12859,math-ph,math-ph math.MP,66,66
12863,math-ph,math-ph math.MP,66,66
12864,math-ph,math-ph math.MP,66,66
12866,math-ph,math-ph math.MP quant-ph,66,66 146
12868,math-ph,math-ph math.MP,66,66
12874,math-ph,math-ph math.MP,66,66
12876,math-ph,math-ph math.MP,66,66
12878,math-ph,math-ph gr-qc math.MP,66,66 138
12879,math-ph,math-ph hep-th math.AG math.MP,66,66 53 93
12881,math-ph,math-ph math.MP nlin.SI,66,66 17
12884,math-ph,math-ph math.MP,66,66
12885,math-ph,math-ph math.MP,66,66
12888,math-ph,math-ph gr-qc math.MP,66,66 138
12891,math-ph,math-ph math.MP,66,66
12892,math-ph,math-ph cond-mat.stat-mech math.MP,66,66 37
12894,math-ph,math-ph math.MP,66,66
12900,math-ph,math-ph math.MP,66,66
12901,math-ph,math-ph gr-qc math.DG math.MP,66,66 138 80
12903,math-ph,math-ph math.AP math.MP math.SP quant-ph,66,66 56 130 146
12904,math-ph,math-ph math.AP math.MP,66,66 56
12911,math-ph,math-ph math.MP quant-ph,66,66 146
12912,math-ph,math-ph math.MP physics.optics quant-ph,66,66 39 146
12913,math-ph,math-ph math.MP,66,66
12915,math-ph,math-ph hep-th math.MP,66,66 53
12916,math-ph,math-ph math.AP math.DS math.MP math.SP quant-ph,66,66 56 106 130 146
12917,math-ph,math-ph math.MP physics.comp-ph,66,66 139
12918,math-ph,math-ph math.MP,66,66
12919,math-ph,math-ph math.MP nlin.SI,66,66 17
12921,math-ph,math-ph math.MP,66,66
12922,math-ph,math-ph math.DS math.MP,66,66 106
12923,math-ph,math-ph math.AP math.MP,66,66 56
12924,math-ph,math-ph math.MP quant-ph,66,66 146
12929,math-ph,math-ph math.MP quant-ph,66,66 146
12930,math-ph,math-ph math.MP,66,66
12931,math-ph,math-ph math.MP,66,66
12933,math-ph,math-ph cond-mat.stat-mech math.MP,66,66 37
12934,math-ph,math-ph math.MP,66,66
12937,math-ph,math-ph math.MP nlin.SI,66,66 17
12942,math-ph,math-ph cond-mat.dis-nn math.MP,66,66 26
12945,math-ph,math-ph math.MP nlin.SI,66,66 17
12949,math-ph,math-ph math.CA math.MP math.PR,66,66 149 57
12950,math-ph,math-ph math.MP math.OA quant-ph,66,66 49 146
12952,math-ph,math-ph cond-mat.stat-mech math.MP,66,66 37
12953,math-ph,math-ph math.FA math.MP quant-ph,66,66 141 146
12960,math-ph,math-ph math.MP,66,66
12961,math-ph,math-ph math.MP math.QA,66,66 51
12962,math-ph,math-ph math.DG math.MP,66,66 80
12963,math-ph,math-ph cond-mat.dis-nn cond-mat.mes-hall cond-mat.stat-mech cond-mat.str-el math.MP,66,66 26 86 37 97
12964,math-ph,math-ph math.MP math.OC,66,66 108
12967,math-ph,math-ph cs.IT math.IT math.MP math.QA,66,66 8 51
12968,math-ph,math-ph math.MP quant-ph,66,66 146
12969,math-ph,math-ph math.MP,66,66
12970,math-ph,math-ph hep-th math.MP,66,66 53
12972,math-ph,math-ph hep-th math.MP quant-ph,66,66 53 146
12973,math-ph,math-ph math.MP nucl-th,66,66 140
12974,math-ph,math-ph hep-th math.MP nlin.SI,66,66 53 17
12977,math-ph,math-ph math.CA math.MP,66,66 149
12984,math-ph,math-ph gr-qc math.MP,66,66 138
12985,math-ph,math-ph math.MP,66,66
12988,math-ph,math-ph math.MP,66,66
12989,math-ph,math-ph math.MP,66,66
12993,math-ph,math-ph math.MP math.SP quant-ph,66,66 130 146
12995,math-ph,math-ph math.MP,66,66
12996,math-ph,math-ph hep-th math.MP,66,66 53
12997,math-ph,math-ph math.AT math.CT math.MP,66,66 150 118
12998,math-ph,math-ph math.DS math.MP math.OC quant-ph,66,66 106 108 146
13004,math-ph,math-ph cond-mat.mtrl-sci cond-mat.other math.MP,66,66 23 27
13005,math-ph,math-ph math.MP nlin.SI,66,66 17
13006,math-ph,math-ph cond-mat.dis-nn math.MP physics.comp-ph,66,66 26 139
13008,math-ph,math-ph math.DG math.MP,66,66 80
13009,math-ph,math-ph hep-th math.CO math.MP,66,66 53 69
13011,math-ph,math-ph math.MP,66,66
13015,math-ph,math-ph math.MP,66,66
13016,math-ph,math-ph cond-mat.stat-mech math.CA math.CO math.MP,66,66 37 149 69
13017,math-ph,math-ph math.MP math.RA,66,66 65
13018,math-ph,math-ph math.MP,66,66
13020,math-ph,math-ph math.MP,66,66
13021,math-ph,math-ph math.MP,66,66
13023,math-ph,math-ph hep-th math.MP nlin.SI,66,66 53 17
13028,math-ph,math-ph math.MP,66,66
13030,math-ph,math-ph gr-qc hep-th math.MP,66,66 138 53
13034,math-ph,math-ph math.MP,66,66
13036,math-ph,math-ph astro-ph.EP math.MP math.SP physics.geo-ph,66,66 85 130 33
13039,math-ph,math-ph math.MP,66,66
13041,math-ph,math-ph math.MP math.SP,66,66 130
13042,math-ph,math-ph math.DS math.MG math.MP math.PR,66,66 106 114 57
13043,math-ph,math-ph hep-th math.MP math.RT,66,66 53 95
13045,math-ph,math-ph math.MP,66,66
13046,math-ph,math-ph cond-mat.stat-mech math.MP math.PR,66,66 37 57
13047,math-ph,math-ph gr-qc hep-th math.MP,66,66 138 53
13051,math-ph,math-ph math.MP,66,66
13052,math-ph,math-ph math.MP,66,66
13054,math-ph,math-ph math.MP,66,66
13057,math-ph,math-ph math.MP math.NA,66,66 24
13058,math-ph,math-ph hep-ph hep-th math.MP,66,66 135 53
13060,math-ph,math-ph math.MP quant-ph,66,66 146
13062,math-ph,math-ph gr-qc hep-lat math.MP,66,66 138 68
13063,math-ph,math-ph cond-mat.stat-mech math.MP nlin.CD,66,66 37 5
13064,math-ph,math-ph math.MP,66,66
13068,math-ph,math-ph math.MP,66,66
13070,math-ph,math-ph math.MP,66,66
13071,math-ph,math-ph math.DG math.DS math.MP,66,66 80 106
13073,math-ph,math-ph math.MP,66,66
13074,math-ph,math-ph math.MP,66,66
13077,math-ph,math-ph hep-th math.MP quant-ph,66,66 53 146
13078,math-ph,math-ph math.MP physics.class-ph quant-ph,66,66 47 146
13079,math-ph,math-ph math.FA math.MP quant-ph,66,66 141 146
13082,math-ph,math-ph hep-th math.MP,66,66 53
13083,math-ph,math-ph math.MP quant-ph,66,66 146
13087,math-ph,math-ph math.MP,66,66
13089,math-ph,math-ph math.MP,66,66
13091,math-ph,math-ph math.CT math.MP,66,66 118
13092,math-ph,math-ph math.MP,66,66
13093,math-ph,math-ph math.MP math.SG math.SP,66,66 62 130
13094,math-ph,math-ph math.MP,66,66
13097,math-ph,math-ph math.MP,66,66
13099,math-ph,math-ph cond-mat.other math.MP quant-ph,66,66 27 146
13102,math-ph,math-ph math.MP,66,66
13103,math-ph,math-ph math.MP quant-ph,66,66 146
13104,math-ph,math-ph math.MP,66,66
13105,math-ph,math-ph math.CV math.MP,66,66 34
13107,math-ph,math-ph math.MP,66,66
13109,math-ph,math-ph astro-ph.SR math.MP,66,66 20
13110,math-ph,math-ph math.MP,66,66
13113,math-ph,math-ph math.MP,66,66
13114,math-ph,math-ph math.MP,66,66
13118,math-ph,math-ph math.MP,66,66
13119,math-ph,math-ph math.MP,66,66
13121,math-ph,math-ph hep-th math.MP quant-ph,66,66 53 146
13122,math-ph,math-ph gr-qc hep-th math.MP,66,66 138 53
13126,math-ph,math-ph cond-mat.stat-mech math.MP nlin.SI,66,66 37 17
13127,math-ph,math-ph math.MP,66,66
13128,math-ph,math-ph math.MP,66,66
13129,math-ph,math-ph math.MP math.PR,66,66 57
13131,math-ph,math-ph math.MP,66,66
13133,math-ph,math-ph math.MP,66,66
13134,math-ph,math-ph cond-mat.stat-mech math.MP,66,66 37
13135,math-ph,math-ph math.MP,66,66
13138,math-ph,math-ph math.MP,66,66
13139,math-ph,math-ph math.MP,66,66
13141,math-ph,math-ph math.MP math.SP,66,66 130
13142,math-ph,math-ph math.MP quant-ph,66,66 146
13143,math-ph,math-ph hep-th math.CO math.MP,66,66 53 69
13144,math-ph,math-ph math.DS math.MP nlin.AO,66,66 106 76
13145,math-ph,math-ph math.MP,66,66
13146,math-ph,math-ph math.MP,66,66
13149,math-ph,math-ph math.MP,66,66
13150,math-ph,math-ph math.MP,66,66
13151,math-ph,math-ph cond-mat.stat-mech math.MP quant-ph,66,66 37 146
13152,math-ph,math-ph math.MP,66,66
13154,math-ph,math-ph math.MP,66,66
13155,math-ph,math-ph cond-mat.stat-mech math.MP math.PR,66,66 37 57
13157,math-ph,math-ph math.CA math.MP quant-ph,66,66 149 146
13158,math-ph,math-ph math.MP,66,66
13160,math-ph,math-ph math.CO math.MP math.PR nlin.SI,66,66 69 57 17
13162,math-ph,math-ph math.MP,66,66
13163,math-ph,math-ph math.MP,66,66
13164,math-ph,math-ph math.MP quant-ph,66,66 146
13166,math-ph,math-ph math.MP,66,66
13167,math-ph,math-ph hep-th math.MP,66,66 53
13171,math-ph,math-ph math.MP quant-ph,66,66 146
13172,math-ph,math-ph math.MP,66,66
13173,math-ph,math-ph hep-th math.MP,66,66 53
13174,math-ph,math-ph math.MP math.RA,66,66 65
13178,math-ph,math-ph math.MP,66,66
13179,math-ph,math-ph math.MP,66,66
13182,math-ph,math-ph math.DG math.MP math.SG,66,66 80 62
13185,math-ph,math-ph math.MP math.PR,66,66 57
13186,math-ph,math-ph math.MP physics.bio-ph,66,66 63
13188,math-ph,math-ph math.MP,66,66
13189,math-ph,math-ph math.MP,66,66
13190,math-ph,math-ph hep-th math.DG math.MP,66,66 53 80
13191,math-ph,math-ph math.MP,66,66
13192,math-ph,math-ph hep-th math.MP quant-ph,66,66 53 146
13194,math-ph,math-ph math.MP,66,66
13197,math-ph,math-ph math.DG math.MP,66,66 80
13198,math-ph,math-ph math.MP math.PR,66,66 57
13199,math-ph,math-ph math.MP,66,66
13200,math-ph,math-ph math.MP,66,66
13201,math-ph,math-ph cond-mat.stat-mech math.CV math.MP math.PR,66,66 37 34 57
13203,math-ph,math-ph math.MP,66,66
13210,math-ph,math-ph hep-th math.MP nlin.SI,66,66 53 17
13215,math-ph,math-ph math.MP,66,66
13216,math-ph,math-ph math.MP quant-ph,66,66 146
13217,math-ph,math-ph math.MP quant-ph,66,66 146
13219,math-ph,math-ph math.FA math.MP,66,66 141
13223,math-ph,math-ph math.MP,66,66
13224,math-ph,math-ph astro-ph.EP math.DS math.MP,66,66 85 106
13226,math-ph,math-ph math.MP quant-ph,66,66 146
13227,math-ph,math-ph math.MP,66,66
13228,math-ph,math-ph math.AP math.MP,66,66 56
13231,math-ph,math-ph astro-ph.GA gr-qc hep-th math.MP,66,66 44 138 53
13232,math-ph,math-ph math.MP quant-ph,66,66 146
13235,math-ph,math-ph math.MP,66,66
13236,math-ph,math-ph math.MP,66,66
13237,math-ph,math-ph math.AP math.MP math.NA,66,66 56 24
13238,math-ph,math-ph math.AP math.MP,66,66 56
13239,math-ph,math-ph cond-mat.stat-mech math.MP,66,66 37
13240,math-ph,math-ph gr-qc hep-th math.MP,66,66 138 53
13243,math-ph,math-ph math.MP,66,66
13244,math-ph,math-ph math.AP math.MP,66,66 56
13247,math-ph,math-ph hep-th math.MP,66,66 53
13249,math-ph,math-ph math.GR math.MP nlin.SI,66,66 132 17
13250,math-ph,math-ph cond-mat.other math.MP nucl-th,66,66 27 140
13253,math-ph,math-ph math.MP,66,66
13255,math-ph,math-ph math.MP,66,66
13256,math-ph,math-ph math.MP,66,66
13259,math-ph,math-ph math.MP,66,66
13263,math-ph,math-ph hep-th math.MP math.SG,66,66 53 62
13264,math-ph,math-ph cond-mat.stat-mech math.CO math.MP,66,66 37 69
13266,math-ph,math-ph math.MP math.SP,66,66 130
13267,math-ph,math-ph math.MP,66,66
13268,math-ph,math-ph math.MP math.PR,66,66 57
13271,math-ph,math-ph math.MP,66,66
13274,math-ph,math-ph math.MP,66,66
13276,math-ph,math-ph math.DS math.MP,66,66 106
13279,math-ph,math-ph hep-th math.CA math.MP nlin.SI,66,66 53 149 17
13280,math-ph,math-ph hep-th math.MP math.QA,66,66 53 51
13282,math-ph,math-ph math.MP,66,66
13285,math-ph,math-ph math.MP quant-ph,66,66 146
13287,math-ph,math-ph math.MP,66,66
13288,math-ph,math-ph cs.SC math.MP,66,66 73
13289,math-ph,math-ph gr-qc math.MP,66,66 138
13290,math-ph,math-ph cond-mat.stat-mech math.MP,66,66 37
13291,math-ph,math-ph math.DG math.MP math.SG,66,66 80 62
13293,math-ph,math-ph cond-mat.stat-mech math.CO math.MP,66,66 37 69
13294,math-ph,math-ph math.MP,66,66
13295,math-ph,math-ph math.MP,66,66
13297,math-ph,math-ph math.MP,66,66
13298,math-ph,math-ph gr-qc math.MP,66,66 138
13305,math-ph,math-ph math.MP,66,66
13314,math-ph,math-ph math.AT math.MP math.QA,66,66 150 51
13315,math-ph,math-ph hep-th math.MP,66,66 53
13316,math-ph,math-ph math.MP,66,66
13319,math-ph,math-ph cond-mat.supr-con math.MP math.SP,66,66 10 130
13321,math-ph,math-ph math.DS math.MP nlin.CD,66,66 106 5
13322,math-ph,math-ph math.MP,66,66
13323,math-ph,math-ph math.MP nlin.AO nlin.PS,66,66 76 142
13324,math-ph,math-ph math.CA math.MP,66,66 149
13325,math-ph,math-ph math.MP,66,66
13327,math-ph,math-ph math.MP,66,66
13329,math-ph,math-ph math.MP,66,66
13330,math-ph,math-ph math.MP,66,66
13331,math-ph,math-ph hep-th math.MP math.QA math.RA,66,66 53 51 65
13332,math-ph,math-ph math.MP quant-ph,66,66 146
13334,math-ph,math-ph math.MP,66,66
13335,math-ph,math-ph math.MP math.SP quant-ph,66,66 130 146
13338,math-ph,math-ph hep-th math.MP math.SP quant-ph,66,66 53 130 146
13339,math-ph,math-ph cond-mat.stat-mech math.MP,66,66 37
13340,math-ph,math-ph math.MP,66,66
13342,math-ph,math-ph math.MP,66,66
13343,math-ph,math-ph math.MP,66,66
13346,math-ph,math-ph math.MP,66,66
13349,math-ph,math-ph math.MP nlin.SI,66,66 17
13350,math-ph,math-ph math.MP,66,66
13351,math-ph,math-ph math.MP,66,66
13352,math-ph,math-ph cond-mat.stat-mech math.CO math.MP math.QA,66,66 37 69 51
13353,math-ph,math-ph math.MP,66,66
13354,math-ph,math-ph gr-qc math.MP,66,66 138
13357,math-ph,math-ph math.MP nlin.SI,66,66 17
13358,math-ph,math-ph math.MP,66,66
13359,math-ph,math-ph math.DS math.MP,66,66 106
13365,math-ph,math-ph math.MP,66,66
13366,math-ph,math-ph math.MP,66,66
13367,math-ph,math-ph math.AP math.MP,66,66 56
13372,math-ph,math-ph math.MP math.QA nlin.SI,66,66 51 17
13373,math-ph,math-ph math.MP,66,66
13376,math-ph,math-ph math.MP,66,66
13377,math-ph,math-ph hep-th math.GR math.MP,66,66 53 132
13381,math-ph,math-ph gr-qc math.MP,66,66 138
13382,math-ph,math-ph hep-th math.CO math.MP,66,66 53 69
13384,math-ph,math-ph math.MP quant-ph,66,66 146
13385,math-ph,math-ph math.MP,66,66
13388,math-ph,math-ph hep-th math.MP,66,66 53
13391,math-ph,math-ph math.MP,66,66
13394,math-ph,math-ph math.MP,66,66
13395,math-ph,math-ph math.MP,66,66
13398,math-ph,math-ph math.CO math.MP math.RT,66,66 69 95
13400,math-ph,math-ph math.MP,66,66
13401,math-ph,math-ph math.MP math.NT,66,66 148
13402,math-ph,math-ph math.MP,66,66
13403,math-ph,math-ph math.MP,66,66
13404,math-ph,math-ph math.MP quant-ph,66,66 146
13405,math-ph,math-ph math.MP,66,66
13407,math-ph,math-ph math.MP,66,66
13408,math-ph,math-ph hep-th math.DG math.MP nlin.SI,66,66 53 80 17
13409,math-ph,math-ph math.MP,66,66
13410,math-ph,math-ph math.MP quant-ph,66,66 146
13411,math-ph,math-ph math.MP,66,66
13413,math-ph,math-ph math.MP,66,66
13414,math-ph,math-ph math.MP,66,66
13417,math-ph,math-ph math.MP,66,66
13420,math-ph,math-ph math.AP math.MP,66,66 56
13421,math-ph,math-ph math.CO math.MP math.SP,66,66 69 130
13422,math-ph,math-ph math.MP,66,66
13423,math-ph,math-ph math.MP,66,66
13425,math-ph,math-ph cs.DS math.MP,66,66 96
13427,math-ph,math-ph math.MP math.NA physics.soc-ph,66,66 24 104
13429,math-ph,math-ph math.MP,66,66
13430,math-ph,math-ph math.MP,66,66
13432,math-ph,math-ph hep-th math.MP,66,66 53
13434,math-ph,math-ph math.MP physics.class-ph physics.flu-dyn,66,66 47 122
13435,math-ph,math-ph math.MP,66,66
13437,math-ph,math-ph math.MP math.PR,66,66 57
13438,math-ph,math-ph math.MP math.SP quant-ph,66,66 130 146
13439,math-ph,math-ph math.MP quant-ph,66,66 146
13442,math-ph,math-ph math.MP,66,66
13444,math-ph,math-ph math.CA math.MP nlin.SI,66,66 149 17
13446,math-ph,math-ph hep-th math.MP,66,66 53
13447,math-ph,math-ph math.MP,66,66
13448,math-ph,math-ph math.DS math.MP math.NA,66,66 106 24
13449,math-ph,math-ph hep-th math.MP,66,66 53
13451,math-ph,math-ph math.MG math.MP,66,66 114
13452,math-ph,math-ph math.MP quant-ph,66,66 146
13453,math-ph,math-ph math.MP,66,66
13454,math-ph,math-ph math.MP math.SP quant-ph,66,66 130 146
13455,math-ph,math-ph math.FA math.MP math.SP,66,66 141 130
13456,math-ph,math-ph cond-mat.dis-nn cond-mat.stat-mech math.MP math.PR,66,66 26 37 57
13457,math-ph,math-ph hep-th math.MP math.OA math.QA math.RT,66,66 53 49 51 95
13458,math-ph,math-ph hep-th math.MP,66,66 53
13462,math-ph,math-ph math.MP math.PR nlin.SI,66,66 57 17
13463,math-ph,math-ph math.MP,66,66
13464,math-ph,math-ph math.CV math.MP math.NA math.PR,66,66 34 24 57
13465,math-ph,math-ph math.MP,66,66
13470,math-ph,math-ph math.MP,66,66
13477,math-ph,math-ph hep-th math.MP math.SG nlin.SI,66,66 53 62 17
13478,math-ph,math-ph math.MP math.OA,66,66 49
13479,math-ph,math-ph math.MP quant-ph,66,66 146
13480,math-ph,math-ph cond-mat.quant-gas math.MP,66,66 28
13481,math-ph,math-ph math.DS math.MP nlin.SI,66,66 106 17
13484,math-ph,math-ph math.MP,66,66
13487,math-ph,math-ph math.MP,66,66
13490,math-ph,math-ph math.MP,66,66
13492,math-ph,math-ph cs.IT math.IT math.MP math.PR quant-ph,66,66 8 57 146
13495,math-ph,math-ph cond-mat.stat-mech math.MP math.PR math.SP,66,66 37 57 130
13497,math-ph,math-ph hep-th math.MP nlin.SI,66,66 53 17
13499,math-ph,math-ph math.MP,66,66
13501,math-ph,math-ph math.MP,66,66
13503,math-ph,math-ph hep-th math.CV math.DG math.MP,66,66 53 34 80
13504,math-ph,math-ph math.MP quant-ph,66,66 146
13505,math-ph,math-ph astro-ph.CO astro-ph.GA math.MP,66,66 121 44
13507,math-ph,math-ph math.MP math.RT,66,66 95
13508,math-ph,math-ph math.MP math.SG quant-ph,66,66 62 146
13509,math-ph,math-ph math.MP math.PR,66,66 57
13511,math-ph,math-ph math.MP,66,66
13513,math-ph,math-ph math.MP,66,66
13517,math-ph,math-ph hep-th math.CO math.MP,66,66 53 69
13518,math-ph,math-ph math.MP,66,66
13520,math-ph,math-ph math.MP,66,66
13521,math-ph,math-ph math.MP,66,66
13524,math-ph,math-ph math.MP,66,66
13526,math-ph,math-ph math.MP,66,66
13530,math-ph,math-ph math.MP,66,66
13531,math-ph,math-ph math.MP,66,66
13535,math-ph,math-ph math.AP math.MP nlin.SI,66,66 56 17
13536,math-ph,math-ph math.CO math.MP,66,66 69
13539,math-ph,math-ph math.MP math.QA math.RA math.RT,66,66 51 65 95
13541,math-ph,math-ph math.MG math.MP,66,66 114
13545,math-ph,math-ph math.MP,66,66
13546,math-ph,math-ph math.MP math.PR quant-ph,66,66 57 146
13548,math-ph,math-ph math.AP math.MP math.SP,66,66 56 130
13549,math-ph,math-ph math.MP,66,66
13550,math-ph,math-ph math.MP,66,66
13552,math-ph,math-ph math.MP,66,66
13554,math-ph,math-ph math.MP,66,66
13555,math-ph,math-ph cs.IT math.IT math.MP physics.ao-ph,66,66 8 64
13558,math-ph,math-ph math.MP,66,66
13559,math-ph,math-ph math.MP,66,66
13560,math.QA,math.QA,51,51
13570,math.QA,math.QA hep-th math-ph math.MP math.RA,51,51 53 66 65
13572,math.QA,math.QA,51,51
13575,math.QA,math.QA hep-th math-ph math.MP,51,51 53 66
13581,math.QA,math.QA,51,51
13583,math.QA,math.QA math.AT math.RA,51,51 150 65
13587,math.QA,math.QA,51,51
13590,math.QA,math.QA math.CT,51,51 118
13592,math.QA,math.QA gr-qc,51,51 138
13594,math.QA,math.QA,51,51
13597,math.QA,math.QA math.GT math.RT,51,51 81 95
13598,math.QA,math.QA math-ph math.MP,51,51 66
13599,math.QA,math.QA math.CO math.RT,51,51 69 95
13600,math.QA,math.QA,51,51
13602,math.QA,math.QA math.RT,51,51 95
13603,math.QA,math.QA,51,51
13604,math.QA,math.QA,51,51
13605,math.QA,math.QA,51,51
13608,math.QA,math.QA,51,51
13612,math.QA,math.QA hep-th math-ph math.MP,51,51 53 66
13618,math.QA,math.QA,51,51
13620,math.QA,math.QA math.RT,51,51 95
13622,math.QA,math.QA,51,51
13628,math.QA,math.QA,51,51
13629,math.QA,math.QA math.MG,51,51 114
13630,math.QA,math.QA,51,51
13633,math.QA,math.QA,51,51
13638,math.QA,math.QA math.CO math.RT,51,51 69 95
13640,math.QA,math.QA math-ph math.MP,51,51 66
13642,math.QA,math.QA math.KT,51,51 52
13643,math.QA,math.QA,51,51
13646,math.QA,math.QA math.CO,51,51 69
13649,math.QA,math.QA math.RT,51,51 95
13653,math.QA,math.QA math.RA math.RT,51,51 65 95
13655,math.QA,math.QA,51,51
13657,math.QA,math.QA,51,51
13659,math.QA,math.QA math.OA,51,51 49
13661,math.QA,math.QA math-ph math.MP math.RT,51,51 66 95
13663,math.QA,math.QA,51,51
13666,math.QA,math.QA,51,51
13668,math.QA,math.QA,51,51
13669,math.QA,math.QA math.OA,51,51 49
13675,math.QA,math.QA math.RT,51,51 95
13679,math.QA,math.QA,51,51
13680,math.QA,math.QA,51,51
13681,math.QA,math.QA math.RA,51,51 65
13682,math.QA,math.QA,51,51
13683,math.QA,math.QA hep-th math-ph math.CO math.MP math.RT,51,51 53 66 69 95
13684,math.QA,math.QA math.RA,51,51 65
13685,math.QA,math.QA math.RT,51,51 95
13686,math.QA,math.QA,51,51
13687,math.QA,math.QA hep-th math-ph math.AT math.MP,51,51 53 66 150
13688,math.QA,math.QA math-ph math.AG math.MP,51,51 66 93
13690,math.QA,math.QA,51,51
13693,math.QA,math.QA math.RT,51,51 95
13697,math.QA,math.QA math.CT,51,51 118
13698,math.QA,math.QA math-ph math.MP math.RT,51,51 66 95
13699,math.QA,math.QA math.CT,51,51 118
13703,math.QA,math.QA,51,51
13709,math.QA,math.QA,51,51
13710,math.QA,math.QA math.RT,51,51 95
13711,math.QA,math.QA math.RT,51,51 95
13713,math.QA,math.QA,51,51
13714,math.QA,math.QA,51,51
